"Categoría","Subcategoría","Nombre","Presentaciónes","Iconos de uso","¿Qué es?","¿Para qué tipo de vehículo se recomienda?","Beneficios","Recomendaciones de Uso","Nombre de img de producto","Hoja de Seguridad","Ficha Técnica"
"Industriales","","Bardahl Drilling Oil ISO VG 220","19 l","","","","","","bardahl-drilling-oil-iso-vg-220.jpg","bardahl-drilling-oil-iso-vg-220-hs.pdf","bardahl-drilling-oil-iso-vg-220-ft.pdf"
"Industriales","","Bardahl Hydraulic Oil HVI ISO VG 32","19 l, 208 l","","","","","","bardahl-hydraulic-oil-hvi-iso-vg-32.jpg","bardahl-hydraulic-oil-hvi-iso-vg-32-hs.pdf","bardahl-hydraulic-oil-hvi-iso-vg-32-ft.pdf"
"Industriales","","Bardahl Hydraulic Oil HVI ISO VG 46","19 l, 208 l","","","","","","bardahl-hydraulic-oil-hvi-iso-vg-46.jpg","bardahl-hydraulic-oil-hvi-iso-vg-46-hs.pdf","bardahl-hydraulic-oil-hvi-iso-vg-46-ft.pdf"
"Industriales","","Bardahl Hydraulic Oil HVI ISO VG 68","19 l","","","","","","bardahl-hydraulic-oil-hvi-iso-vg-68.jpg","bardahl-hydraulic-oil-hvi-iso-vg-68-hs.pdf","bardahl-hydraulic-oil-hvi-iso-vg-68-ft.pdf"
"Industriales","","Bardahl Hydraulic Oil HVI ISO VG 100","19 l","","","","","","bardahl-hydraulic-oil-hvi-iso-vg-100.jpg","bardahl-hydraulic-oil-hvi-iso-vg-100-hs.pdf","bardahl-hydraulic-oil-hvi-iso-vg-100-ft.pdf"
"Industriales","","Bardahl Hydraulic Oil HVI ISO VG 150","19 l, 208 l","","","","","","bardahl-hydraulic-oil-hvi-iso-vg-150.jpg","bardahl-hydraulic-oil-hvi-iso-vg-150-hs.pdf","bardahl-hydraulic-oil-hvi-iso-vg-150-ft.pdf"
"Industriales","","Bardahl PETROLUB MR White Oil 100 TEC","19 l","","","","","","bardahl-petrolub-mr-white-oil-100-tec.jpg","bardahl-petrolub-mr-white-oil-100-tec-hs.pdf","bardahl-petrolub-mr-white-oil-100-tec-ft.pdf"
"Industriales","","Bardahl Lubarsa Litio EP 0 NLGI 0","16 kg","","","","","","bardahl-lubarsa-litio-ep-0-nlgi-0.jpg","bardahl-lubarsa-litio-ep-0-nlgi-0-hs.pdf","bardahl-lubarsa-litio-ep-0-nlgi-0-ft.pdf"
"Industriales","","Bardahl Lubarsa Litio EP 1 NLGI 1","16 kg","","","","","","bardahl-lubarsa-litio-ep-1-nlgi-1.jpg","bardahl-lubarsa-litio-ep-1-nlgi-1-hs.pdf","bardahl-lubarsa-litio-ep-1-nlgi-1-ft.pdf"
"Industriales","","Bardahl Lubarsa Litio EP 2 NLGI 2","3.5 kg, 16 kg, 180 kg","","","","","","bardahl-lubarsa-litio-ep-2-nlgi-2.jpg","bardahl-lubarsa-litio-ep-2-nlgi-2-hs.pdf","bardahl-lubarsa-litio-ep-2-nlgi-2-ft.pdf"
"Industriales","","Bardahl Lubarsa Litio EP 3 NLGI 3","16 kg, 180 kg","","","","","","bardahl-lubarsa-litio-ep-3-nlgi-3.jpg","bardahl-lubarsa-litio-ep-3-nlgi-3-hs.pdf","bardahl-lubarsa-litio-ep-3-nlgi-3-ft.pdf"
"Industriales","","Bardahl Lubarsa CLC Molly EP 2 NLGI 2","16 kg","","","","","","bardahl-lubarsa-clc-molly-ep-2-nlgi-2.jpg","bardahl-lubarsa-clc-molly-ep-2-nlgi-2-hs.pdf","bardahl-lubarsa-clc-molly-ep-2-nlgi-2-ft.pdf"
"Industriales","","Bardahl Lubarsa Litio Molly EP 2 NLGI 2","3.5 kg, 16 kg","","","","","","bardahl-lubarsa-litio-molly-ep-2-nlgi-2.jpg","bardahl-lubarsa-litio-molly-ep-2-nlgi-2-hs.pdf","bardahl-lubarsa-litio-molly-ep-2-nlgi-2-ft.pdf"
"Industriales","","Bardahl Lubarsa CLC EP 2 NLGI 2","16 kg","","","","","","bardahl-lubarsa-clc-ep-2-nlgi-2.jpg","bardahl-lubarsa-clc-ep-2-nlgi-2-hs.pdf","bardahl-lubarsa-clc-ep-2-nlgi-2-ft.pdf"
